@id;@type;name;addr:street;addr:housenumber;addr:postcode;addr:city;amenity;cuisine;website;email;phone;contact:phone;contact:email;opening_hours;;;;;;;;;;;
902496931;node;Tian Restaurant;Himmelpfortgasse;23;1010;Wien;restaurant;;http://www.tian-vienna.com;;+43 1 8904665;;;"Tu-Sa,PH 12:00-24:00; Tu-Sa,PH 17:00-24:00 open ""Winebar""";;;;;;;;;;;
902496936;node;;Schellinggasse;3;1010;Wien;restaurant;;;;;;;;;;;;;;;;;;
902496940;node;Cafe-Confiserie Ronacher;SeilerstÃ¤tte;16;1010;Wien;cafe;regional;;;;;;"Tu,We 14:00-19:00; Th-Sa 14:00-22:00; Su,Mo off";;;;;;;;;;;
902496942;node;Chuan;Himmelpfortgasse;27;1010;Wien;restaurant;chinese;https://www.chuan.at/;office@chuan.at;+43 1 2089210;;;Mo-Su 12:00-23:00;;;;;;;;;;;
904303308;node;Joyce;WipplingerstraÃŸe;11;1010;Wien;restaurant;;https://joyce-restaurant.at/;reservierung@joyce-restaurant.at;+43 677 64806666;;;"Mo-Fr 11:30-22:00; Sa,Su 12:00-22:00";;;;;;;;;;;
905829108;node;Places;;;;;cafe;;;;;;;;;;;;;;;;;;
905829638;node;Yaren TÃ¼rkÃ¼ Bar;;;;;bar;;;;;;;We-Mo 22:00-04:00;;;;;;;;;;;
906476408;node;Di Carni;Hardtmuthgasse;137;1100;Wien;restaurant;italian;;;;+43 01 6024510;office@dicarni.at;Mo-Su 11:00-23:00;;;;;;;;;;;
912021095;node;Essdur;Am Heumarkt;6;1030;Wien;restaurant;;https://essdur.at/;;4315125550;;;;;;;;;;;;;;
912021105;node;Schlossberg;LothringerstraÃŸe;22;1030;Wien;cafe;styrian;;;;;;;;;;;;;;;;;
913963125;node;Herlitschka;Traungasse;1;1030;Wien;restaurant;regional;https://www.herlitschka.wien/;;+43 1 7134381;;;Su-Th 12:00-23:00; Fr 12:00-24:00; Sa 17:00-24:00;;;;;;;;;
913963143;node;Gmoakeller;Am Heumarkt;25;1030;Wien;restaurant;regional;https://www.gmoakeller.at/;reservierung@gmoakeller.at;+43 1 712 53 10;;;Mo-Sa 11:00-00:00;;;;;;;;;;;
914767733;node;Ringsmuth;Johannitergasse;1;;;restaurant;regional;https://www.der-ringsmuth.at;restaurant@der-ringsmuth.at;+43 1 6031835;;;Tu-Sa 11:30-23:00; PH 11:30-16:00;;;;;;;;;;
915174270;node;Gavaz;Laxenburger StraÃŸe;39;1100;Wien;cafe;ice_cream;http://www.eis-gavaz.com/;;;;;Mo-Su 12:00-20:00;;;;;;;;;;;
915174274;node;Millennium;;;;;cafe;;;;;;;"Mo-Fr 08:00-22:00; Sa,Su,PH 09:00-22:00";;;;;;;;;;;
915644331;node;Joanelli;Gumpendorfer StraÃŸe;47;1060;Wien;bar;;;;;;;;;;;;;;;;;;
915649838;node;CafÃ© Nil;Siebensterngasse;39;1070;Wien;restaurant;arab;https://www.cafenil.at/;office@cafenil.at;438907998;;office@cafenil.at;Tu-Fr 11:00-24:00, Sa 10:30-24:00, Su 10:30-18:00;;;;;;;;;;;
915964012;node;Sichuan;;;;;restaurant;chinese;;;;;;PH,Mo-Su 11:30-14:30,17:30-23:00;;;;;;;;;;;
915964052;node;Simit Palace;Landgutgasse;12;1100;Wien;restaurant;turkish;https://simitpalace.business.site;;4,36991E+12;;;Mo-Fr 08:00-20:00; Sa-Su 09:00-20:00;;;;;;;;;;
916277781;node;Bijou;;;;;cafe;;;;;;;;;;;;;;;;;;
919481751;node;die drahtwarenhandlung;Neustiftgasse;57-59;1070;Wien;restaurant;;https://lokal.drahtwarenhandlung.at/;;;;;"""nach Vereinbarung""";;;;;;;;;;;
920427496;node;Daniel Moser;;;;;cafe;;;;;;;;;;;;;;;;;;
920740479;node;Lucky Friend;Jagdgasse;2A;1100;Wien;restaurant;chinese;;;;;;Mo-Su 11:30-14:30, Tu-Su 18:00-23:00;;;;;;;;;;;
921126802;node;Timo;;;;;restaurant;;;;;;;;;;;;;;;;;;
922054634;node;Pizza Chef;;;;;restaurant;;;;;;;;;;;;;;;;;;
923938958;node;Santa Lucia;Salesianergasse;10;1030;Wien;restaurant;italian;;;;;;"Mo-Fr 10:30-14:30,17:30-22:00; PH,Su 12:00-14:30,17:30-22:00";;;;;;;;;;;
923938959;node;Arco;Marokkanergasse;5;1030;Wien;restaurant;;https://www.arco-wien.at/;;+43 699 17138322;;;Mo-Fr 11:30-15:30;;;;;;;;;;;
923938964;node;CafÃ© am Heumarkt;Am Heumarkt;15;1030;Wien;cafe;;;;;;;"Mo-Fr 10:00-23:00; PH,Sa,Su off";;;;;;;;;;;
924763155;node;Marmalis;;;;;restaurant;;;;;;;;;;;;;;;;;;
926621132;node;Restaurant 1070;Gutenberggasse;28;1070;Wien;restaurant;regional;http://www.restaurant-1070.com/;;+43-676-566 1774;-5662407;1070@datonet.at;Tu-Su 17:00-02:00;;;;;;;;;;;
928313174;node;Cafe Else;HeinestraÃŸe;36;1020;Wien;bar;;https://cafeelse.at/;;+43 (0)699 81243155;;;"Mo-Sa 17:00-01:00+; PH,Su off";;;;;;;;;;;
928623392;node;CafÃ© Uzay;;;;;cafe;;;;;;;;;;;;;;;;;;
929228045;node;Mostlandl;HeinestraÃŸe;30;1020;Wien;restaurant;regional;https://www.mostlandl.net/;;+43 1 216 71 64 969;;;Su-Fr 09:00-22:00; PH 11:00-22:00;;;;;;;;;;
929515605;node;CafÃ© Respect;;;;;cafe;;;;;;;;;;;;;;;;;;
930439503;node;Gasthaus Bauer;ErdbergstraÃŸe;150;1030;Wien;restaurant;;https://gasthaus-bauer.com;;+43 1 7143126;;;Tu-Fr 10:00-22:00; PH off;;;;;;;;;;
930756885;node;Steh-CafÃ©;;;;;cafe;;;;;;;;;;;;;;;;;;
931460381;node;CafÃ© Can;;;;;cafe;;;;;;;;;;;;;;;;;;
932960821;node;Graffiti;;;;;cafe;;;;;;;;;;;;;;;;;;
935989106;node;VEGIRANT;WÃ¤hringer StraÃŸe;57;1090;Wien;restaurant;;;;+43 1 407 82 87;;;Mo-Fr 11:30-18:00;;;;;;;;;;;
941388867;node;aÃ¯da;GewerbeparkstraÃŸe;;1220;Wien;cafe;coffee_shop;;;;;;;;;;;;;;;;;
944529379;node;Fabelhaft zum Seeblick;;;;;restaurant;;https://www.fabelhaft.cc/;info@fabelhaft.cc;+43 1 734 8179;;;"Tu,We,Sa,Su 10:00-16:00; Th,Fr 10:00-21:00";;;;;;;;;;;
945128197;node;Lamm;Neilreichgasse;15;1100;Wien;restaurant;kebab;pizza;burger;;;;;;;;;;;;;;;
947077611;node;HAN am Stadtpark;Am Heumarkt;9;1030;Wien;restaurant;korean;https://han-wien.at/;reservierung@han-wien.at;+43 1 5355050;;;Tu-Fr 17:00-22:00; Sa-Su 11:30-22:00;;;;;;;;;;
947077620;node;To Ellinikon;Am Heumarkt;5;1030;Wien;restaurant;greek;https://www.restaurant-ellinikon.at/;restaurant@ellinikon.at;+43 1 7137102;;;"Mo-Fr 11:00-15:00,17:00-23:00; Sa 11:00-23:00; Su,PH 11:00-22:30";;;;;;;;;;;
948326965;node;Alxinger-StÃ¼berl;Alxingergasse;24;1100;Wien;restaurant;;https://www.alxinger-stueberl.at/;alxinger-stueberl@gmx.at;+43 1 2080404;;;Mo-Th 09:00-21:00;;;;;;;;;;;
948329570;node;Rudis Beisl;Wiedner HauptstraÃŸe;88;1050;Wien;restaurant;regional;https://www.rudis-beisl.at;;+43 (0)1 544 51 02;;;Mo-Fr 11:00-15:00,18:00-23:00;;;;;;;;;;;
948339782;node;Cafe Karadeniz;Herzgasse;10;;;cafe;;;;;;;;;;;;;;;;;;
948462336;node;Conditorei Sluka;KÃ¤rntner StraÃŸe;13-15;1010;Wien;cafe;;https://www.sluka.at;kaerntnerstrasse@sluka.at;+43 1 5124963500;;;"Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 09:00-21:00; PH,Su 10:00-17:00";;;;;;;;;;;
948462380;node;Asiam;;;;Wien;restaurant;asian;;;;;;Mo-Fr 11:00-15:00;;;;;;;;;;;
948462441;node;Al Caminetto;;;;Wien;restaurant;italian_pizza;pizza;italian;https://www.alcaminetto.at/;;;;;;;;;;;;;;
948462468;node;Chen's Ramen;KrugerstraÃŸe;7;1010;Wien;restaurant;chinese;;;;;;We-Mo 11:30-21:30;;;;;;;;;;;
948462526;node;Vilveta Bar;;;;;bar;;;;;;;;;;;;;;;;;;
948462584;node;Takumi Tonkotsu Ramen;KrugerstraÃŸe;5;1010;Wien;restaurant;japanese;;;;;;;;;;;;;;;;;
948703166;node;Gasthaus PÃ¶schl;Weihburggasse;17;1010;Wien;restaurant;austrian;http://www.gasthauspÃ¶schl.com;;4315135288;;;Mo-Sa 12:00-23:00;;;;;;;;;;;
948703255;node;Restaurant zum weiÃŸen Rauchfangkehrer;Weihburggasse;4;1010;Wien;restaurant;regional;https://www.weisser-rauchfangkehrer.at/;;;;;;;;;;;;;;;;
950535988;node;Damoa;LandstraÃŸer HauptstraÃŸe;2;1030;Wien;restaurant;korean;;;;;;"Mo-Fr 11:30-22:00; Sa, Su 12:00-22:00";;;;;;;;;;;
950536072;node;Cafe Caramel;InvalidenstraÃŸe;13;1030;Wien;cafe;;;;;;;"Mo-Fr 09:00-23:00; Su,PH off";;;;;;;;;;;
954998679;node;Arkaden Cafe;;;;;cafe;;;;;;;;;;;;;;;;;;
956080252;node;Uno-Duo-Tre;Am Heumarkt;3;1030;Wien;restaurant;italian;https://unoduetre.at/;;+43 1 8905698;;;Mo-Th 08:00-22:00, Fr-Su 08:00-23:00;;;;;;;;;;;
956080337;node;Asia Bistro;Salesianergasse;3;1030;Wien;restaurant;asian;;;;;;Mo-Fr 11:00-14:30, Tu,Th 18:00-20:00;;;;;;;;;;;
956159131;node;New York Bar;Annagasse;8;1010;Wien;bar;;http://www.newyork-bar.at/;;;;;;;;;;;;;;;;
956159141;node;Mama's Ramen;Ballgasse;5;1010;Wien;restaurant;chinese;;;;;;;;;;;;;;;;;
956159161;node;Trattoria La No;Annagasse;12;1010;Wien;restaurant;italian;http://lano.at/;office@lano.at;+43 1 5120360;;;"Tu-Sa 11:30-14:30,18:00-22:00; Mo,Su off";;;;;;;;;;;
956159179;node;NatÃ¼rlich Wrenkh;Rauhensteingasse;12;1010;Wien;restaurant;;;;;;;Mo-Fr 11:00-17:00;;;;;;;;;;;
956159191;node;Wienerwald;Annagasse;3;1010;Wien;restaurant;regional;;;;;;11:00-22:00;;;;;;;;;;;
956159203;node;Morris;Annagasse;5;1010;Wien;restaurant;local;;;;;;;;;;;;;;;;;
956159205;node;Stadtheuriger Gigerl;Rauhensteingasse;3;1010;Wien;restaurant;local;https://www.gigerl.at/;office@gigerl.at;+43 1 5134431;;;Mo-Th 15:30-24:00; Fr-Sa 15:30-01:00; Su off;;;;;;;;;
956159223;node;Ristorante Sole;Annagasse;10;1010;Wien;restaurant;italian;https://www.ristorante-sole.at/;;;;;;;;;;;;;;;;
956159244;node;All Reis;Ballgasse;6;1010;Wien;restaurant;thai;https://www.allreis.com;allreis.bkkstreetfood@gmail.com;+43 1 8902605;;;Mo-Su 11:00-22:00;;;;;;;;;;;
956430037;node;Pisco Latinbar;SeilerstÃ¤tte;8;1010;Wien;bar;;;;;;;;;;;;;;;;;;
956430055;node;L. Heiner HofzuckerbÃ¤cker;Wollzeile;9;1010;Wien;cafe;;;;;;;"Mo-Sa 09:00-18:30; PH,Su 10:00-18:30";;;;;;;;;;;
956430057;node;Plachutta;Wollzeile;38;1010;Wien;restaurant;local;https://www.plachutta-wollzeile.at/;;;+43 1 512 15 77;wollzeile@plachutta.at;Mo-Su 11:30-23:30;;;;;;;;;;;
956430067;node;Lord of S;Liebenberggasse;7;1010;Wien;restaurant;oriental;https://lordofs.com/;;;;;Mo-Su 11:00-02:00;;;;;;;;;;;
956430106;node;Ristorante Al Borgo;An der HÃ¼lben;1;1010;Wien;restaurant;italian;https://www.borgo.at/;;;+43 1 512 85 59;booking@borgo.at;"Mo-Fr 11:30-15:00,18:00-24:00; Sa 18:00-24:00";;;;;;;;;;;
956430111;node;Il Bosso;Wollzeile;29;1010;Wien;cafe;;;;;;;Mo-Sa 12:00-22:00; Su 12:00-18:00;;;;;;;;;;
956430114;node;Cantinetta La Norma;Franziskanerplatz;3;1010;Wien;restaurant;italian;https://www.lanorma.at;;;;;Mo-Su 11:00-00:00;;;;;;;;;;;
956430117;node;Harry's Bar;Liebenberggasse;7;1010;Wien;bar;;;;;;;;;;;;;;;;;;
956430121;node;PÃ¼rstner;Riemergasse;10;1010;Wien;restaurant;regional;http://puerstner.com/;;;+43 1 512 63 57;;Mo-Su 10:00-24:00;;;;;;;;;;;
956430125;node;Riemer Stube;Riemergasse;01. Mrz;1010;Wien;restaurant;;http://www.weibel.at/weibel301.html;;;;;;;;;;;;;;;;
956430126;node;Restaurant zu den 3 Hacken;SingerstraÃŸe;28;1010;Wien;restaurant;regional;https://www.zuden3hacken.at/;gasthaus@zuden3hacken.at;+43 1 5125895;;;Mo-Sa 11:30-23:00;;;;;;;;;;;
956430135;node;Hillinger Wineshop & Bar;Wollzeile;25;1010;Wien;bar;;https://www.leo-hillinger.com/wineshops/;;;+43 1 966 21 21;;Tu-Sa 15:00-23:00;;;;;;;;;;;
956430137;node;Seiler's;SeilerstÃ¤tte;2;1010;Wien;bar;;http://www.cristall-cafe.at/;;;;;;;;;;;;;;;;
956430160;node;Aida;Wollzeile;28;1010;Wien;cafe;cake;;;;;;"Mo-Fr 07:30-20:00; Sa 09:00-20:00; Su,PH 08:00-18:00";;;;;;;;;;;
956430162;node;Ristorante Firenze Enoteca;SingerstraÃŸe;3;1010;Wien;restaurant;italian;;;;;;Mo-Su 12:00-22:00;;;;;;;;;;;
956432196;node;Weibels Wirtshaus;Kumpfgasse;2;1010;Wien;restaurant;local;http://www.weibel.at/;;;+43 1 512 39 86;;Mo-Su 11:30-00:00;;;;;;;;;;;
956432208;node;Da Vitti;Kumpfgasse;1;1010;Wien;restaurant;italian;;;;;;;;;;;;;;;;;
956432227;node;Santo Spirito;Kumpfgasse;7;1010;Wien;restaurant;;https://www.santospirito.at/;;;;;;;;;;;;;;;;
957695876;node;The Kent;Johannesgasse;2;1010;Wien;restaurant;;;;;;;;;;;;;;;;;;
957695888;node;Metro Kinobar;Johannesgasse;4;1010;Wien;cafe;bistro;;;;;;"Mo-Fr 17:00-23:00; Sa,Su 15:00-23:00";;;;;;;;;;;
957695891;node;Cafe Figaro;Domgasse;5;1010;Wien;cafe;;;;;;;;;;;;;;;;;;
957695900;node;Cafe Porta;SchulerstraÃŸe;6;1010;Wien;cafe;;http://www.cafe-porta.com/;;;;;Mo-Sa 18:00-24:00;;;;;;;;;;;
957695903;node;Eisgrotte;Himmelpfortgasse;11;1010;Wien;cafe;ice_cream;;;;;;;;;;;;;;;;;
957695904;node;Danieli;Himmelpfortgasse;3;1010;Wien;restaurant;italian;https://www.danieli.at/;;+43 1 513 79 13;;;Mo-Su 11:00-24:00;;;;;;;;;;;
960200368;node;Restaurant BÃ¶hmerwald;ArgentinierstraÃŸe;66;1040;Wien;restaurant;regional;https://www.restaurant-boehmerwald.at/;boehmerwald@aon.at;01/5057234;;;Mo-Su 11:00-22:30;;;;;;;;;;;
964363605;node;Tonis Kulinarium 7;Sigmundsgasse;1;1070;Wien;restaurant;fish;;;;;;Tu-Sa 17:00-23:00, Su 11:00-23:00;;;;;;;;;;;
964884519;node;Demel;;;;;cafe;;http://www.demel.at/;;;+43 1 535 17 17-0;;Mo-Su 09:00-19:00;;;;;;;;;;;
967784700;node;Peter's ReiterstÃ¼berl;;;;;restaurant;;;;;;;;;;;;;;;;;;
970182177;node;L'Angelo Bello Pizzeria;;;;;restaurant;pizza;;;;;;;;;;;;;;;;;
972386463;node;GrÃ¼ner Salon;Hirschengasse;8;;;cafe;breakfast;http://www.gruener-salon.at/;cafe@gruener-salon.at;;;;Mo-Th off; Fr 09:00-14:30; Sa-Su 09:00-16:00;;;;;;;;;
991076841;node;Pizzeria Candis;;;;;restaurant;pizza;;;;;;PH,Mo-Su 11:00-14:30,17:00-23:00;;;;;;;;;;;
999259356;node;Buschenschank K&K Fuchs;Jedlersdorfer Platz;29;1210;Wien;restaurant;buschenschank;http://www.heuriger.co.at/fuchs/fuchs.html;;;+43 1 292 35 67;pieczara@heuriger.co.at;"""Infos unter tel 0699 1730 1416""";;;;;;;;;;;
1005403711;node;Gasthaus Wagner;Baumgasse;54;1030;Wien;restaurant;;;;;;;;;;;;;;;;;;
1005962562;node;Jedlersdorfer Alm;Jedlersdorfer Platz;36;1210;Wien;restaurant;regional;;;;;;Su-Th 11:00-23:00, Fr,Sa 11:00-24:00;;;;;;;;;;;
1009032977;node;FreyBier;Freyung;6;1010;Wien;bar;;;;;;;;;;;;;;;;;;
1016849141;node;Heartbeat;Sterngasse;1;1010;Wien;bar;;;;;;;;;;;;;;;;;;
1021979986;node;Restaurant Atzgersdorf;Breitenfurter StraÃŸe;244;1230;Wien;restaurant;regional;http://www.restaurant-atzgersdorf.eu/;info@restaurant-atzgersdorf.eu;;;;;;;;;;;;;;;
1021980072;node;Naschen & Lesen;Breitenfurter StraÃŸe;242;1230;Wien;cafe;;;;;;;;;;;;;;;;;;
1022111986;node;Lucky Garden;Dirmhirngasse;14;1230;Wien;restaurant;asian;;;+43 1 889 22 30;;;Mo-Su,PH 11:00-15:00,17:00-22:00;;;;;;;;;;;
1022767615;node;Portolino;Kirchenplatz;5;1230;Wien;restaurant;pizza;https://portolino.at/;;+43 1 869 88 67;;;Mo-Su 11:00-22:15;;;;;;;;;;;
1031098737;node;Heidenkummer;Breitenfelder Gasse;18;1080;Wien;restaurant;regional;https://heidenkummer.at/;;;+43 1 405 91 63;office@heidenkummer.at;"Mo-Fr 10:00-24:00; Su 11:00-22:00, Jul-Aug Su off";;;;;;;;;;;
1033377457;node;Pizzeria La Strada;LeyserstraÃŸe;1;1140;Wien;restaurant;mediterranean;https://www.la14strada.com/;;+43 1 9143180;;;Tu-Su,PH 11:30-22:00;;;;;;;;;;;
1039767505;node;Ristorante da Giovanni;RuÃŸbergstraÃŸe;76;1210;Wien;restaurant;;http://www.da-giovanni.at/;;+ 43 1 2929455;;;;;;;;;;;;;;
1057637970;node;Weingut & Heuriger Richard LENTNER;Jedlersdorfer Platz;10;1210;Wien;restaurant;heuriger;https://www.lentner.info/;;+43 (1) 2924251;;;"Jan,Mar,May,Jul,Sep,Nov Mo-Sa 12:00-18:00+; Jan,Mar,May,Jul,Sep,Nov Su,PH 09:00-18:00+";;;;;;;;;;;
1066143899;node;Imperial Bar;KÃ¤rntner Ring;16;1010;Wien;bar;;;;;+43 1 501 106339;;;;;;;;;;;;;
1068145293;node;Weinschenke zur blauen Nos'n;Johann-Staud-StraÃŸe;9a;1160;Wien;restaurant;heuriger;;;;+43 1 914 81 58;guenter.wolfgang1@gmail.com;;;;;;;;;;;;
1076021076;node;Ã–sterreicher im MAK;Stubenring;5;1010;Wien;restaurant;;https://www.oesterreicherimmak.at/;;;;;;;;;;;;;;;;
1086064568;node;Inseltreff Barbados;;;;;restaurant;;https://www.inseltreff.at/;barbados.inseltreff@gmail.com;4,36776E+12;;;;;;;;;;;;;;
1091505630;node;Fritz von Stuwer;Sebastian-Kneipp-Gasse;2;1020;Wien;bar;;;;+43 677 62651671;;;;;;;;;;;;;;
1092841007;node;Oberlaaer Dorfwirt;LiesingbachstraÃŸe;75;1100;Wien;restaurant;regional;https://www.dorf-wirt.at/;;+43 1 688 76 63;;;;;;;;;;;;;;
1107533195;node;3 Kugel Schachinger;Sieveringer StraÃŸe;99;1190;Wien;restaurant;heuriger;regional;;;;+43 664 57 73 951;+43 664 59 83 892;;Sa 15:00+;;;;;;;;;
1110205284;node;Failys;AusstellungsstraÃŸe;23;1020;Wien;bar;snack;https://www.failys.at/;office@failys.at;+43 1 9584463;;;Mo-Sa 12:00-23:00, Su 14:00-23:00;;;;;;;;;;;
1110205293;node;Grill-Park;MolkereistraÃŸe;5;1020;Wien;restaurant;balkan;https://www.grill-park.at/;;4319683361;;;Tu-Su 11:00-22:00; Mo off;;;;;;;;;;
1110205298;node;MÃ¶slinger;StuwerstraÃŸe;14;1020;Wien;restaurant;regional;;;;+43 1 728 01 95;kontakt@gasthausmoeslinger.at;We-Sa 12:00-23:00; Su 12:00-22:00;;;;;;;;;;
1110205309;node;MarktstÃ¼berl;Ennsgasse;07.11.2005;1020;Wien;cafe;;;;;;;Mo-Fr 07:00-20:00; Sa 07:00-16:00;;;;;;;;;;
1119727516;node;;KoppstraÃŸe;26;1160;Wien;cafe;;;;;;;;;;;;;;;;;;
1129258020;node;Los Mexikas;Lange Gasse;12;1080;Wien;restaurant;mexican;http://www.losmexikas.at/;;;;;;;;;;;;;;;;
1129448099;node;Maschu Maschu;Neubaugasse;20;1070;Wien;restaurant;middle_eastern;kebab;http://www.maschu-maschu.at/maschu-1070/;;+43 1 533 2904;;maschu3@chello.at;closed; 2025 Jan 01 - 2025 Dec 13 Mo-Su 11:30-22:00;;;;;;;;;
1134036839;node;Royal Grill;MÃ¤rzstraÃŸe;59;1150;Wien;restaurant;balkan;;;;+43 699 19111263;;Mo-Su 10:00-22:00;;;;;;;;;;;
1134036840;node;Diwan;MÃ¤rzstraÃŸe;51;1150;Wien;restaurant;turkish;;;;;;Mo-Sa 08:00-23:00;;;;;;;;;;;
1134036861;node;CafÃ© Lorenz;MÃ¤rzstraÃŸe;37;1150;Wien;cafe;regional;;;+43 1 7861820;;;Mo-Sa 07:00-20:00;;;;;;;;;;;
1134036883;node;trend-caffÃ¨ Bar;;;;;cafe;;;;;;;Mo-Sa 06:00-24:00, Su,PH 08:00-24:00;;;;;;;;;;;
1134036889;node;Cafe Minero;;;;;cafe;;;;;;;Mo-Sa 06:00-02:00, Su 07:00-02:00;;;;;;;;;;;
1134036892;node;Minero;;;;;cafe;;;;;;;"Mo-Fr 11:00-23:00; Sa 11:00-14:00,15:00-23:00; Su 15:30-22:00";;;;;;;;;;;
1134036920;node;Eis-Cafe Kent;;;;;cafe;ice_cream;;;;;;;;;;;;;;;;;
1145179257;node;Orient;Neubaugasse;59;1070;Wien;cafe;oriental;https://www.cafeorient.at/;falafel@cafeorient.at;;+43 1 2366858;;Mo-Fr 11:30-16:00;;;;;;;;;;;
1147794105;node;Schlipf&Co;Lerchenfelder StraÃŸe;108;;;restaurant;austrian;https://www.schlipfco.at/;;+43 664 440 49 30;;office@schlipfco.at;Mo-Fr 10:00-19:00; Sa 10:00-16:00;;;;;;;;;;
1151244728;node;Senhor Vinho;Schwarzhorngasse;8;1050;Wien;restaurant;;https://www.senhorvinho.at/;;+43 1 5458400;;;;;;;;;;;;;;
1152590804;node;Lhotzkys Literaturbuffet;Rotensterngasse;2;1020;Wien;cafe;;;;;;;;;;;;;;;;;;
1153799327;node;Spiel Bar;Lederergasse;26;1080;Wien;restaurant;mexican;https://spiel-bar.at/;;;;;;;;;;;;;;;;
1157535963;node;Fein Essen;Wiedner HauptstraÃŸe;19;1040;Wien;restaurant;international;http://www.feinessen.at/;zutisch@feinessen.at;+43 1 9719124;;;Mo-Fr 11:30-16:00; PH off;;;;;;;;;;
1158298730;node;Tao Mini Bar;WÃ¤hringer StraÃŸe;80-82;1180;Wien;restaurant;asian;;;+43 1 346 37 44;;;Mo-Su 11:00-22:00;;;;;;;;;;;
1161707075;node;Cafe Tirolerhof;FÃ¼hrichgasse;8;1010;Wien;cafe;breakfast;regional;https://cafetirolerhof.at/;;;+43 676 8445 80218;;Mo-Fr 08:00-21:00; Su 09:30-20:00;;;;;;;;;
1164070449;node;Kaisaki Sushi;Laudongasse;24;1080;Wien;restaurant;sushi;;;4314057188;;;Tu-Su 11:30-23:00;;;;;;;;;;;
1164180180;node;Zimmerservice;Pfeilgasse;2;1080;Wien;restaurant;;;;+43 660 8117908;;;"Tu-Sa 09:00-23:00; Su,PH 09:00-15:00; Mo off";;;;;;;;;;;
1166254288;node;CafÃ© Garage;StraÃŸergasse;05. Sep;1190;Wien;cafe;coffee_shop;cake;breakfast;https://www.cafegarage.at/;office@cafegarage.at;4313281808;;;Mo-Su 09:00-22:00;;;;;;;;;
1166288442;node;Edo;DÃ¶blinger HauptstraÃŸe;43;1190;Wien;restaurant;asian;https://www.edo.wien/;;+43 1 9229675;;;Mo-Su,PH 11:00-22:00;;;;;;;;;;;
1166289576;node;Termeh;Grinzinger StraÃŸe;139;1190;Wien;restaurant;;;;;;;Mo-Su 12:00-23:00;;;;;;;;;;;
1166290169;node;Spumante;;;;;restaurant;italian;;;;;;;;;;;;;;;;;
1166298735;node;Gingersushi;;;;;restaurant;sushi;;;;;;Su-Fr 12:00-21:30; Sa 17:00-21:30;;;;;;;;;;
1166298739;node;Cocktailbar;;;;;bar;;;;;;;Mo-Sa 21:00-04:00; Su off;;;;;;;;;;
1166326830;node;Da Contessa;HeiligenstÃ¤dter StraÃŸe;84;1190;Wien;restaurant;italian;http://www.dacontessa.at;;01-370 32 79;;;Mo-Su 11:00-23:00;;;;;;;;;;;
1166348216;node;Gasthof zum Renner;NuÃŸdorfer Platz;4;1190;Wien;restaurant;;https://www.zum-renner.at/;gastro@zum-renner.at;+43 1 3785858;;;Tu-Sa 11:30-23:00; Su 11:30-22:00;;;;;;;;;;
1166348323;node;Das Nussdorf;NuÃŸdorfer Platz;8;1190;Wien;restaurant;;;;;;;;;;;;;;;;;;
1166812231;node;Tchibo;Gersthofer StraÃŸe;2;1180;Wien;cafe;;;;;;;Mo-Fr 08:30-18:30; Sa 08:30-17:00;;;;;;;;;;
1167293625;node;Amici Pizzeria;Gersthofer StraÃŸe;14;1180;Wien;restaurant;pizza;https://amici.pizza;;+43 660 8609401;;;Mo-Th 16:30-23:00; Fr-Su 12:00-23:00;;;;;;;;;;
1167791096;node;Grinzing Heuriger Rudolfshof;Cobenzlgasse;8;1190;Wien;cafe;;http://www.heurigenkaffee.at/;office@grinzing-heuriger-rudolfshof.at;+43 1 3202108 0;;;PH,Mo-Su 09:00-18:00;;;;;;;;;;;
1167791100;node;GieÃŸbach CafÃ©;;;;;cafe;coffee_shop;https://www.giessbach.at/;giessbach-cafe@gmx.at;4313202424;;;We-Su 09:00-22:00;;;;;;;;;;;
1167860822;node;Koinonia;;;;;restaurant;japanese;;;;;;PH,Mo-Su 11:30-15:00,18:00-22:30;;;;;;;;;;;
1168873317;node;Trattoria Pizzeria All'Italiana;;;;;restaurant;italian;https://www.allitaliana.at;;+43 1 7107864;;;Mo-Su 10:00-23:00;;;;;;;;;;;
1168880076;node;Mr. Nam;FavoritenstraÃŸe;156;1100;Wien;restaurant;vietnamese;http://shop.griton.net/;MrNam110282@gmail.com;+43 676 6926766;;;"Tu-Fr 11:30-15:00,17:00-21:00; Sa,Su,PH 12:00-21:00; Mo off";;;;;;;;;;;
1168880091;node;Vegetasia;Ungargasse;57;1030;Wien;restaurant;taiwanese;https://vegetasia.at;;+43 1 7138332;;;Tu-Fr 11:30-15:00,17:30-21:30;;;;;;;;;;;
1168924767;node;Donburi;PraterstraÃŸe;30;1020;Wien;restaurant;japanese;;;;;;;;;;;;;;;;;
1177170464;node;Lucky Pavillon;LÃ¶wengasse;21;1030;Wien;restaurant;chinese;;;;;;Mo-Su 11:00-21:30;;;;;;;;;;;
1179555826;node;CafÃ© Ministerium;Georg-Coch-Platz;4;1010;Wien;cafe;regional;;;;+43 1 512 92 25;;Mo-Fr 07:00-20:00; PH off;;;;;;;;;;
